Periode,migas,sim
1/1/2016,1.46597E+11,2538412294
2/1/2016,1.46597E+11,2538412294
3/1/2016,1.46597E+11,2538412294
4/1/2016,1.46597E+11,1328822520
5/1/2016,3.44483E+11,4140569370
6/1/2016,4940466828,3889222625
7/1/2016,2.64719E+11,3617950980
8/1/2016,568028418,3742693020
9/1/2016,1.46597E+11,2538412294
10/1/2016,1.46597E+11,2538412294
11/1/2016,1.73968E+11,4971049330
12/1/2016,36993303534,3930837785
1/13/2016,95181731807,3317041235
1/14/2016,2.22637E+11,3177440060
1/15/2016,1.14221E+11,2965463215
1/16/2016,1.46597E+11,2538412294
1/17/2016,1.46597E+11,2538412294
1/18/2016,1.46597E+11,4370471560
1/19/2016,29465366240,3740184720
1/20/2016,1.46597E+11,3106313550
1/21/2016,1.46597E+11,3208732160
1/22/2016,1.3009E+11,2643011420
1/23/2016,1.46597E+11,2538412294
1/24/2016,1.46597E+11,2538412294
1/25/2016,1.46597E+11,4112005075
1/26/2016,91586168801,3434877625
1/27/2016,12590279807,3136419450
1/28/2016,2.39223E+11,3165087040
1/29/2016,2.57695E+11,5012847065
1/30/2016,1.46597E+11,2538412294
1/31/2016,1.46597E+11,2538412294
1/2/2016,1.84212E+11,3417571945
2/2/2016,1.20354E+12,3349328800
3/2/2016,1.46597E+11,3356916700
4/2/2016,35764026,2994073300
5/2/2016,1.35039E+11,3063186625
6/2/2016,1.46597E+11,2538412294
7/2/2016,1.46597E+11,2538412294
8/2/2016,1.46597E+11,2538412294
9/2/2016,2.61518E+11,4516258250
10/2/2016,1.46597E+11,4241854925
11/2/2016,1.42422E+11,3237061110
12/2/2016,4.14626E+11,3248210545
2/13/2016,1.46597E+11,2538412294
2/14/2016,1.46597E+11,2538412294
2/15/2016,1.39573E+11,4028364000
2/16/2016,1.29154E+11,3969684535
2/17/2016,1.25817E+11,2933560070
2/18/2016,33134269767,2727299175
2/19/2016,1.46597E+11,2929390920
2/20/2016,1.46597E+11,2538412294
2/21/2016,1.46597E+11,2538412294
2/22/2016,2.48171E+11,3756592015
2/23/2016,79606765642,3409138145
2/24/2016,1.46597E+11,2708261270
2/25/2016,1.46597E+11,2373146100
2/26/2016,1415730058,2885368285
2/27/2016,1.46597E+11,2538412294
2/28/2016,1.46597E+11,2538412294
2/29/2016,52435378983,6009852340
1/3/2016,11083810836,2432236380
2/3/2016,6.9456E+11,2961702950
3/3/2016,2.25584E+11,3161903130
4/3/2016,1.46597E+11,3651022430
5/3/2016,1.46597E+11,2538412294
6/3/2016,1.46597E+11,2538412294
7/3/2016,1.46597E+11,5595732230
8/3/2016,77496985834,4841082855
9/3/2016,1.46597E+11,2538412294
10/3/2016,54187096848,4101244650
11/3/2016,58393657662,4512776000
12/3/2016,1.46597E+11,2538412294
3/13/2016,1.46597E+11,2538412294
3/14/2016,1.00359E+11,5038319620
3/15/2016,1.46597E+11,4365803260
3/16/2016,1.46597E+11,3708833100
3/17/2016,1.46597E+11,3012082920
3/18/2016,1.46597E+11,3267333300
3/19/2016,1.46597E+11,2538412294
3/20/2016,1.46597E+11,2538412294
3/21/2016,1.61494E+11,4516323840
3/22/2016,1.46597E+11,3959831250
3/23/2016,79174724568,2929084850
3/24/2016,50589445010,3185918610
3/25/2016,1.46597E+11,2538412294
3/26/2016,1.46597E+11,2538412294
3/27/2016,1.46597E+11,2538412294
3/28/2016,2.81071E+11,4411291600
3/29/2016,2.56143E+11,4396258000
3/30/2016,1.46597E+11,3370094000
3/31/2016,89560228028,5121138855
1/4/2016,1.46597E+11,1887140140
2/4/2016,1.46597E+11,2538412294
3/4/2016,1.46597E+11,2538412294
4/4/2016,1.46597E+11,3688390880
5/4/2016,2.07862E+11,4150584680
6/4/2016,1.46597E+11,3540775425
7/4/2016,422003,3208051650
8/4/2016,17771543787,3464181960
9/4/2016,1.46597E+11,2538412294
10/4/2016,1.46597E+11,2538412294
11/4/2016,7505274,4487201030
12/4/2016,1.82696E+11,4253089525
4/13/2016,1.46597E+11,3623516160
4/14/2016,758351,3380503470
4/15/2016,2.31527E+11,3278940340
4/16/2016,1.46597E+11,2538412294
4/17/2016,1.46597E+11,2538412294
4/18/2016,2.74802E+11,4033530495
4/19/2016,1.46597E+11,4203046220
4/20/2016,1.46597E+11,3127860810
4/21/2016,1.46597E+11,3053225280
4/22/2016,71181720446,2824463810
4/23/2016,1.46597E+11,2538412294
4/24/2016,1.46597E+11,2538412294
4/25/2016,33847687613,3959532720
4/26/2016,1.46597E+11,3490938015
4/27/2016,1.04137E+11,3057816435
4/28/2016,189559947,3346907000
4/29/2016,1.65799E+11,4020251900
4/30/2016,1.46597E+11,2538412294
1/5/2016,1.46597E+11,2538412294
2/5/2016,2.60309E+11,4387155630
3/5/2016,6.6702E+11,3761593560
4/5/2016,3.28126E+11,3689188710
5/5/2016,1.46597E+11,2538412294
6/5/2016,1.46597E+11,2538412294
7/5/2016,1.46597E+11,2538412294
8/5/2016,1.46597E+11,2538412294
9/5/2016,69773513368,5097894690
10/5/2016,1.09153E+11,4922533200
11/5/2016,1.46597E+11,3788747450
12/5/2016,1.32767E+11,3144388390
5/13/2016,1.5756E+11,3038730290
5/14/2016,1.46597E+11,2538412294
5/15/2016,1.46597E+11,2538412294
5/16/2016,24898154713,4771513890
5/17/2016,1.46597E+11,2234170260
5/18/2016,1.46597E+11,5286636760
5/19/2016,1.14445E+11,3545761450
5/20/2016,21408603162,3792754320
5/21/2016,1.46597E+11,2538412294
5/22/2016,1.46597E+11,2538412294
5/23/2016,67244536053,4628900760
5/24/2016,1.46597E+11,4373696880
5/25/2016,97808129541,3558877350
5/26/2016,1.46597E+11,3235335735
5/27/2016,1.91717E+11,3503410440
5/28/2016,1.46597E+11,2538412294
5/29/2016,1.46597E+11,2538412294
5/30/2016,1.46597E+11,3773773535
5/31/2016,9.55319E+11,7033853430
1/6/2016,38108509229,1835068035
2/6/2016,1.62228E+11,2591796555
3/6/2016,1.46597E+11,3085726675
4/6/2016,1.46597E+11,2538412294
5/6/2016,1.46597E+11,2538412294
6/6/2016,23759247314,5225760815
7/6/2016,2.22194E+11,3641830530
8/6/2016,1.24821E+11,4069124025
9/6/2016,72513417231,2733869320
10/6/2016,19226561833,3131243500
11/6/2016,1.46597E+11,2538412294
12/6/2016,1.46597E+11,2538412294
6/13/2016,2736176,4435565200
6/14/2016,6.86664E+11,4025765520
6/15/2016,1.39566E+11,3054723860
6/16/2016,18318866746,2769807760
6/17/2016,1.46597E+11,3190412000
6/18/2016,1.46597E+11,2538412294
6/19/2016,1.46597E+11,2538412294
6/20/2016,1.46597E+11,3984816745
6/21/2016,2.13291E+11,3818832350
6/22/2016,1.46597E+11,3282446160
6/23/2016,1.70449E+11,3218374650
6/24/2016,2.51732E+11,3230834100
6/25/2016,1.46597E+11,2538412294
6/26/2016,1.46597E+11,2538412294
6/27/2016,1.46597E+11,2806386800
6/28/2016,49862690741,6137870200
6/29/2016,1.04623E+11,4363966640
6/30/2016,17752749597,5511545760
1/7/2016,2.45841E+12,2034873970
2/7/2016,1.46597E+11,2538412294
3/7/2016,1.46597E+11,2538412294
4/7/2016,1.46597E+11,2538412294
5/7/2016,1.46597E+11,2538412294
6/7/2016,1.46597E+11,2538412294
7/7/2016,1.46597E+11,2538412294
8/7/2016,1.46597E+11,2538412294
9/7/2016,1.46597E+11,2538412294
10/7/2016,1.46597E+11,2538412294
11/7/2016,1.97239E+11,4678802950
12/7/2016,1.46597E+11,5219183340
7/13/2016,1.46597E+11,5773453335
7/14/2016,2.3651E+11,4756113000
7/15/2016,75702779525,4661812545
7/16/2016,1.46597E+11,2538412294
7/17/2016,1.46597E+11,2538412294
7/18/2016,50238941324,5315679425
7/19/2016,2.93523E+11,5087200360
7/20/2016,1.46597E+11,4044994770
7/21/2016,33549949156,3306127890
7/22/2016,1.46597E+11,3729473460
7/23/2016,1.46597E+11,2538412294
7/24/2016,1.46597E+11,2538412294
7/25/2016,1.46597E+11,4604011295
7/26/2016,2.56742E+11,4328699575
7/27/2016,99254144522,3359440125
7/28/2016,4031339880,3493759500
7/29/2016,8.10278E+11,5082569730
7/30/2016,1.46597E+11,2538412294
7/31/2016,1.46597E+11,4026150
1/8/2016,7.93804E+11,1614069900
2/8/2016,1.46597E+11,5523507600
3/8/2016,2.34071E+11,4048011180
4/8/2016,1.78544E+11,3750201895
5/8/2016,8.28352E+11,3625683120
6/8/2016,1.46597E+11,2538412294
7/8/2016,1.46597E+11,2538412294
8/8/2016,92747834890,4686557400
9/8/2016,1.46597E+11,4668889400
10/8/2016,2.39573E+11,3717940095
11/8/2016,51450,3685954860
12/8/2016,5.56342E+11,3137124580
8/13/2016,1.46597E+11,2538412294
8/14/2016,1.46597E+11,2538412294
8/15/2016,2.74398E+11,3889399110
8/16/2016,32568347354,4252206255
8/17/2016,1.46597E+11,2538412294
8/18/2016,244590,2978019520
8/19/2016,3.01069E+11,3245384775
8/20/2016,1.46597E+11,2538412294
8/21/2016,1.46597E+11,2538412294
8/22/2016,1.4399E+11,3667186250
8/23/2016,2.33998E+11,3809734425
8/24/2016,1.46597E+11,3210175780
8/25/2016,86825086772,3078455040
8/26/2016,44991749013,2754390320
8/27/2016,1.46597E+11,2538412294
8/28/2016,1.46597E+11,2538412294
8/29/2016,6.95274E+11,4266692980
8/30/2016,1.46597E+11,3508143750
8/31/2016,8.07447E+11,4616691300
1/9/2016,4.02553E+11,1594937960
2/9/2016,1.23535E+11,2494429180
3/9/2016,1.46597E+11,2538412294
4/9/2016,1.46597E+11,2538412294
5/9/2016,60525588911,3774632655
6/9/2016,42224765653,3819480450
7/9/2016,1.46597E+11,3266614520
8/9/2016,2.36528E+11,2443233465
9/9/2016,2.99879E+11,3300884640
10/9/2016,1.46597E+11,2538412294
11/9/2016,1.46597E+11,2538412294
12/9/2016,1.46597E+11,2538412294
9/13/2016,77090083704,4596308000
9/14/2016,92724920587,3897276025
9/15/2016,11139846283,3190537680
9/16/2016,66173180984,2821217100
9/17/2016,1.46597E+11,2538412294
9/18/2016,1.46597E+11,2538412294
9/19/2016,2.37558E+11,3149179095
9/20/2016,2.37723E+11,2703214800
9/21/2016,1.46597E+11,2271300255
9/22/2016,83078545215,2415281015
9/23/2016,1.81602E+11,2458135800
9/24/2016,1.46597E+11,2538412294
9/25/2016,1.46597E+11,2538412294
9/26/2016,4.41224E+11,3386151450
9/27/2016,1.46597E+11,3626724230
9/28/2016,2.46938E+11,3112993520
9/29/2016,74344868171,2904972240
9/30/2016,1.21183E+12,3825619700
1/10/2016,1.46597E+11,2538412294
2/10/2016,1.46597E+11,2538412294
3/10/2016,1.46597E+11,2622640955
4/10/2016,3.45681E+11,3203727040
5/10/2016,1.46597E+11,3407323465
6/10/2016,1.46597E+11,2645542270
7/10/2016,5.73251E+11,3007507320
8/10/2016,1.46597E+11,2538412294
9/10/2016,1.46597E+11,2538412294
10/10/2016,1.06445E+11,3587792250
11/10/2016,80319730325,3439476040
12/10/2016,1.46597E+11,3068988585
10/13/2016,1.46597E+11,2512643175
10/14/2016,1.46597E+11,1993210570
10/15/2016,1.46597E+11,2538412294
10/16/2016,1.46597E+11,2538412294
10/17/2016,2.94512E+11,2375852340
10/18/2016,8602489596,2073999060
10/19/2016,1.46597E+11,1512622650
10/20/2016,3.41019E+11,1383317010
10/21/2016,1.09548E+11,1433744940
10/22/2016,1.46597E+11,2538412294
10/23/2016,1.46597E+11,2538412294
10/24/2016,1.31576E+11,1963530800
10/25/2016,5.48916E+11,1827099755
10/26/2016,39371520087,1388436895
10/27/2016,58664262560,1682721460
10/28/2016,73250452551,1508222240
10/29/2016,1.46597E+11,2538412294
10/30/2016,1.46597E+11,2538412294
10/31/2016,1.46597E+11,3261391545
1/11/2016,1.37165E+12,1238676880
2/11/2016,1.46597E+11,1594936320
3/11/2016,1.95757E+11,1719797040
4/11/2016,4.75727E+11,1869384300
5/11/2016,1.46597E+11,2538412294
6/11/2016,1.46597E+11,2538412294
7/11/2016,2.46412E+11,2196316640
8/11/2016,1.10491E+11,2649141840
9/11/2016,82455530060,2238982205
10/11/2016,3.90665E+11,1771059780
11/11/2016,40060219811,2002739400
12/11/2016,1.46597E+11,2538412294
11/13/2016,1.46597E+11,2538412294
11/14/2016,3.58632E+11,2993257490
11/15/2016,81772981071,2647602300
11/16/2016,1.46597E+11,2229368000
11/17/2016,1.46597E+11,2113819015
11/18/2016,6.73199E+11,2113574980
11/19/2016,1.46597E+11,2538412294
11/20/2016,1.46597E+11,2538412294
11/21/2016,4.31057E+11,3282701225
11/22/2016,1.32088E+11,2852916880
11/23/2016,1.46597E+11,2921405125
11/24/2016,69870074037,2511214230
11/25/2016,4.32724E+11,2306476535
11/26/2016,1.46597E+11,2538412294
11/27/2016,1.46597E+11,2538412294
11/28/2016,4.74412E+11,3179944110
11/29/2016,6.01928E+11,3653243655
11/30/2016,9198391636,4487582000
1/12/2016,1.65551E+11,1390822940
2/12/2016,1.78139E+12,1941605490
3/12/2016,1.46597E+11,2538412294
4/12/2016,1.46597E+11,2538412294
5/12/2016,183249909,2827214280
6/12/2016,4.64107E+11,3660441675
7/12/2016,1.46597E+11,3235653540
8/12/2016,84576840589,2622481700
9/12/2016,8.28179E+11,2519402500
10/12/2016,1.46597E+11,2538412294
11/12/2016,1.46597E+11,2538412294
12/12/2016,1.46597E+11,2538412294
12/13/2016,51395370242,3916804200
12/14/2016,1.27016E+11,3700975520
12/15/2016,74620,2930224450
12/16/2016,4.08244E+11,2855118635
12/17/2016,1.46597E+11,2538412294
12/18/2016,1.46597E+11,2538412294
12/19/2016,2.18758E+11,3509409560
12/20/2016,21640858505,3644297230
12/21/2016,1.46597E+11,3199919250
12/22/2016,1.46597E+11,3063045765
12/23/2016,7.81511E+11,2783401060
12/24/2016,1.46597E+11,2538412294
12/25/2016,1.46597E+11,2538412294
12/26/2016,1.46597E+11,2538412294
12/27/2016,5.79673E+11,3794449215
12/28/2016,86169985334,4197324047
12/29/2016,1.80919E+11,4306937070
12/30/2016,1.46597E+11,2610155800
12/31/2016,1.3081E+12,4887403200
1/1/2017,1.46597E+11,2538412294
2/1/2017,1.46597E+11,2538412294
3/1/2017,1.46597E+11,214530860
4/1/2017,1.46597E+11,3191617520
5/1/2017,1.46597E+11,3276071865
6/1/2017,1.46597E+11,4749598980
7/1/2017,1.46597E+11,2538412294
8/1/2017,1.46597E+11,2538412294
9/1/2017,1.46597E+11,4113654765
10/1/2017,1.46597E+11,4139470090
11/1/2017,1.46597E+11,3112440000
12/1/2017,1.46597E+11,2856715400
1/13/2017,1.46597E+11,3006202810
1/14/2017,1.46597E+11,2538412294
1/15/2017,1.46597E+11,2538412294
1/16/2017,1.46597E+11,3456750180
1/17/2017,2.509E+11,3846477420
1/18/2017,2.73983E+11,2815780390
1/19/2017,1.38286E+11,2559843300
1/20/2017,1.46597E+11,2454149880
1/21/2017,1.46597E+11,2538412294
1/22/2017,1.46597E+11,2538412294
1/23/2017,2.82694E+11,3586070070
1/24/2017,1.46597E+11,3757277680
1/25/2017,1.76044E+11,2539158750
1/26/2017,14451516488,2489470725
1/27/2017,1.01477E+11,2856291740
1/28/2017,1.46597E+11,2538412294
1/29/2017,1.46597E+11,2538412294
1/30/2017,6.34908E+11,2487803290
1/31/2017,3.46315E+11,5528130510
1/2/2017,1.66601E+12,1896144910
2/2/2017,3.23611E+11,2295719800
3/2/2017,99502974629,2648305200
4/2/2017,1.46597E+11,2538412294
5/2/2017,1.46597E+11,2538412294
6/2/2017,1.77811E+11,3528783500
7/2/2017,153342,4006648800
8/2/2017,5.21664E+11,2833841340
9/2/2017,82755299119,3249273950
10/2/2017,37051639224,2916868500
11/2/2017,1.46597E+11,2538412294
12/2/2017,1.46597E+11,2538412294
2/13/2017,1.46597E+11,4241512270
2/14/2017,6.24115E+11,3674546940
2/15/2017,1.46597E+11,2538412294
2/16/2017,2161941283,2822253520
2/17/2017,6.98747E+11,2978393320
2/18/2017,1.46597E+11,2538412294
2/19/2017,1.46597E+11,2538412294
2/20/2017,1.46597E+11,3577408005
2/21/2017,1.65537E+11,3606466560
2/22/2017,1.09833E+11,2797919460
2/23/2017,1.30986E+11,2393319950
2/24/2017,2.44697E+11,2274636000
2/25/2017,1.46597E+11,2538412294
2/26/2017,1.46597E+11,2538412294
2/27/2017,6.41448E+11,3933608835
2/28/2017,27573801,5854392705
1/3/2017,49398920784,1773509430
2/3/2017,1.41397E+11,2594333475
3/3/2017,1.54012E+12,3152088665
4/3/2017,1.46597E+11,2538412294
5/3/2017,1.46597E+11,2538412294
6/3/2017,8.50105E+11,4546382985
7/3/2017,1.54158E+11,4516398600
8/3/2017,1.46597E+11,3750293785
9/3/2017,1.10231E+11,3536593760
10/3/2017,91547681714,3382444170
11/3/2017,1.46597E+11,2538412294
12/3/2017,1.46597E+11,2538412294
3/13/2017,1.46597E+11,4113519750
3/14/2017,6.97898E+11,4305266250
3/15/2017,4.14058E+11,3870866540
3/16/2017,3.39517E+11,2739230100
3/17/2017,1.46597E+11,2829261000
3/18/2017,1.46597E+11,2538412294
3/19/2017,1.46597E+11,2538412294
3/20/2017,53694737482,3752324900
3/21/2017,1.46597E+11,4236403310
3/22/2017,2.80694E+11,3073164320
3/23/2017,3.52826E+11,2768455150
3/24/2017,2.40965E+11,2376463040
3/25/2017,1.46597E+11,2538412294
3/26/2017,1.46597E+11,2538412294
3/27/2017,615182035,3437410830
3/28/2017,1.46597E+11,2538412294
3/29/2017,1.43476E+12,4484446785
3/30/2017,2752976298,3659041380
3/31/2017,4.18642E+11,4868001600
1/4/2017,1.46597E+11,2538412294
2/4/2017,1.46597E+11,2538412294
3/4/2017,4.90265E+11,2955716380
4/4/2017,1.93985E+11,3539230140
5/4/2017,1.47134E+11,3408761280
6/4/2017,3.46501E+11,2914461015
7/4/2017,65572024135,2910564900
8/4/2017,1.46597E+11,2538412294
9/4/2017,1.46597E+11,2538412294
10/4/2017,2.96372E+11,3727261600
11/4/2017,1.04972E+11,4378440680
12/4/2017,4.17919E+11,3718101475
4/13/2017,6.50561E+11,3368104995
4/14/2017,1.46597E+11,2538412294
4/15/2017,1.46597E+11,2538412294
4/16/2017,1.46597E+11,2538412294
4/17/2017,1.23217E+11,4548731125
4/18/2017,1.98257E+11,4817788235
4/19/2017,1.46597E+11,3067519005
4/20/2017,2.0582E+11,3264163260
4/21/2017,1.46597E+11,2856616380
4/22/2017,1.46597E+11,2538412294
4/23/2017,1.46597E+11,2538412294
4/24/2017,1.46597E+11,2538412294
4/25/2017,1.86408E+11,3864185960
4/26/2017,1.46597E+11,4356592305
4/27/2017,43823897672,3777729120
4/28/2017,1.26103E+11,4280983625
4/29/2017,1.46597E+11,2538412294
4/30/2017,1.46597E+11,2538412294
1/5/2017,1.46597E+11,2538412294
